description,requirements,benefits,fraudulent
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10367","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14942","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #74","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #930",None,"Daily payout, flexible hours",1
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #986",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10849","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11372","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10268","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8633","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14899","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2051","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2541","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1301","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #5877","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7368","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11622","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1304","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #8428","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14677","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2599","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12808","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2573","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #11472","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #3186","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12145","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2768","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4831","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #4223","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #557",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2106","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #2679","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #10953","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #12880","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13591","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1387","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #591",None,"Daily payout, flexible hours",1
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #306",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14418","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Earn ₹10,000 per week! No experience needed. Work from home. Send your bank details. Offer #572",None,"Daily payout, flexible hours",1
"Join our team as a Software Engineer. Experience with Java, Python required. Job #7083","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13364","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #13192","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #14045","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
"Join our team as a Software Engineer. Experience with Java, Python required. Job #1279","BTech in CS or equivalent, 2+ years of experience","Health insurance, paid leaves, flexible hours",0
